activity_key,user_key,date_key,content_key,device_key,subscription_key,minutes_watched,session_duration_mins,completion_rate,pause_count,buffering_events,stream_quality,subtitle_used,audio_language,login_count,added_to_watchlist,shared_content,content_rated,user_rating,search_performed,search_query_count,feedback_given,recommendation_shown,recommendation_clicked,recommendation_converted,recommendation_algorithm,recommendation_position,time_to_click_seconds,relevance_score,subscription_event_type,payment_amount_usd,payment_method,is_trial,cancellation_reason,auto_renewal_enabled,revenue_attributed_usd,notification_sent,notification_clicked,error_encountered,error_type,ab_test_group,platform_version
9415,378,205,32,2,2,64.72,81.84,0.86,1,2,1080p,True,Original,3,True,False,False,,False,0,Thumbs Up,False,False,False,Collaborative Filtering,1,,0.675,Upgrade,7.99,Debit Card,False,,False,1.14,False,False,False,,Variant_A,v3.2
9416,156,352,151,4,2,73.12,68.3,0.52,4,0,720p,True,English,4,True,False,False,,False,0,,False,False,False,Content-Based,11,,0.774,Signup,19.99,PayPal,True,,False,1.12,False,False,False,,Control,v4.0
9417,421,264,52,4,3,27.86,34.64,0.67,1,4,1080p,False,English,2,False,False,False,,False,0,,True,False,False,Trending,19,,0.975,None,0.0,PayPal,False,,True,1.71,False,False,False,,Control,v3.2
9418,105,270,139,1,2,19.27,19.02,0.39,0,1,720p,True,English,7,True,False,False,,True,5,,True,True,True,Content-Based,10,76.0,0.885,None,0.0,Credit Card,False,,True,1.05,True,True,False,,Control,v4.0
9419,193,70,194,1,1,157.42,176.18,0.87,2,4,240p,False,Original,7,False,False,False,,False,0,,True,False,False,Trending,18,,0.577,None,0.0,Credit Card,False,,True,0.66,False,False,False,,Control,v3.3
9420,489,194,122,1,3,163.72,184.23,0.72,4,0,4K,False,Spanish,6,False,False,False,,False,0,,True,False,False,Editorial,4,,0.434,Upgrade,13.99,Debit Card,False,,True,0.83,True,True,False,,Variant_B,v4.0
9421,330,120,192,1,2,46.07,52.86,0.88,4,4,720p,False,English,9,False,False,False,,False,0,,True,False,False,Content-Based,18,,0.98,None,0.0,Credit Card,False,,True,0.3,True,True,False,,Control,v3.3
9422,439,116,44,3,3,29.37,36.86,0.34,3,1,240p,False,Hindi,1,False,False,False,,False,0,Thumbs Down,True,False,False,Hybrid,18,,0.751,Upgrade,7.99,Apple Pay,False,,True,0.66,False,False,False,,Variant_B,v4.0
9423,132,240,200,1,3,40.03,48.73,0.8,2,0,1080p,False,English,1,True,False,False,,False,0,,True,False,False,Collaborative Filtering,20,,0.504,Renewal,13.99,Apple Pay,False,,True,0.54,False,False,False,,Variant_B,v3.2
9424,355,267,198,4,1,148.89,162.54,0.34,5,2,1080p,True,English,2,False,True,False,,False,0,,True,False,False,Hybrid,12,,0.776,Renewal,0.0,Debit Card,False,,False,1.21,True,False,False,,Control,v3.3
9425,382,342,91,2,3,133.92,122.44,0.66,4,2,1080p,False,English,3,True,False,False,,False,0,,True,False,False,Collaborative Filtering,9,,0.425,None,0.0,Debit Card,False,,True,2.45,True,False,False,,Control,v3.2
9426,138,122,48,3,2,31.76,38.91,0.61,0,3,1080p,True,English,4,False,False,False,,False,0,,True,True,False,Content-Based,18,13.3,0.513,Upgrade,13.99,Credit Card,False,,False,1.73,False,False,False,,Control,v3.1
9427,431,21,40,4,1,299.47,273.14,0.91,5,4,240p,False,English,1,False,False,False,,False,0,,True,False,False,Collaborative Filtering,6,,0.78,None,0.0,Debit Card,False,,False,0.55,False,False,False,,Variant_A,v4.0
9428,331,220,98,4,3,84.59,84.22,0.53,6,1,1080p,False,Original,1,True,False,False,,False,0,,True,False,False,Content-Based,19,,0.641,None,0.0,PayPal,False,,True,2.28,True,False,False,,Control,v4.0
9429,270,288,2,3,2,155.12,152.39,0.32,8,4,720p,True,English,1,False,False,False,,True,2,,False,False,False,Content-Based,20,,0.595,Renewal,19.99,Apple Pay,False,,True,0.48,False,False,False,,Control,v3.3
9430,38,178,93,2,3,111.37,107.31,0.52,6,0,720p,False,Original,6,True,False,False,,False,0,,True,True,False,Collaborative Filtering,15,20.7,0.793,None,0.0,Credit Card,False,,True,1.36,False,False,False,,Control,v3.2
9431,396,264,11,3,2,163.23,196.75,0.98,4,3,1080p,False,English,6,False,False,True,1.5,False,0,,True,True,False,Trending,5,51.7,0.92,None,0.0,Credit Card,False,,True,1.63,True,False,False,,Control,v4.0
9432,45,26,98,4,1,17.93,23.21,0.52,2,1,1080p,False,English,8,False,False,False,,False,0,,True,False,False,Collaborative Filtering,11,,0.807,Cancellation,0.0,PayPal,False,No Time,False,0.97,False,False,False,,Variant_A,v3.3
9433,401,342,42,3,1,118.38,119.44,0.86,6,4,240p,False,English,9,False,False,False,,True,4,,False,False,False,Trending,13,,0.678,Upgrade,7.99,Debit Card,False,,True,2.01,False,False,False,,Variant_B,v3.3
9434,464,126,35,1,1,253.09,308.67,0.9,1,1,1080p,False,English,4,False,False,False,,False,0,,True,False,False,Collaborative Filtering,2,,0.795,Downgrade,7.99,Credit Card,False,,True,0.42,True,False,False,,Variant_B,v3.3
9435,163,30,178,2,2,23.49,26.71,0.74,7,0,720p,True,English,1,False,False,True,2.5,True,4,Thumbs Down,True,False,False,Collaborative Filtering,8,,0.817,None,0.0,PayPal,False,,True,1.36,False,False,False,,Control,v4.0
9436,450,265,147,3,3,18.34,19.66,0.87,2,3,4K,False,Spanish,1,True,False,True,2.0,False,0,,False,False,False,Collaborative Filtering,11,,0.865,None,0.0,Debit Card,False,,True,0.91,True,False,False,,Variant_B,v3.3
9437,331,253,200,4,3,59.51,76.37,0.8,4,1,720p,False,English,9,True,False,False,,False,0,,True,False,False,Collaborative Filtering,18,,0.584,None,0.0,Credit Card,False,,True,0.13,True,False,False,,Control,v3.3
9438,253,14,162,3,2,78.99,73.51,0.76,7,0,4K,False,English,4,False,False,False,,True,1,,True,False,False,Trending,10,,0.469,None,0.0,Credit Card,False,,True,1.23,True,True,False,,Variant_B,v3.3
9439,169,102,159,1,1,22.55,28.36,0.57,2,2,1080p,False,Original,4,False,False,False,,False,0,,True,False,False,Editorial,1,,0.809,None,0.0,PayPal,False,,True,1.06,True,False,False,,Control,v3.3
9440,451,187,81,3,2,21.17,23.07,0.62,7,1,1080p,False,Hindi,7,False,False,True,2.1,True,5,,True,True,False,Hybrid,4,114.1,0.473,Renewal,0.0,Debit Card,False,,True,0.53,False,False,False,,Control,v3.3
9441,285,57,65,3,3,70.31,74.27,0.45,3,3,720p,True,English,6,False,False,True,2.9,True,5,Thumbs Down,True,False,False,Content-Based,17,,0.677,Upgrade,19.99,Credit Card,False,,False,1.01,False,False,False,,Variant_A,v3.2
9442,274,293,144,3,1,96.01,88.64,0.57,1,1,1080p,False,English,8,False,False,False,,True,1,,True,False,False,Content-Based,17,,0.538,None,0.0,Credit Card,False,,False,0.5,True,False,False,,Variant_A,v3.3
9443,20,175,178,4,1,162.85,193.18,0.49,8,1,1080p,True,English,2,False,False,False,,False,0,,True,False,False,Collaborative Filtering,5,,0.599,Renewal,13.99,Credit Card,False,,False,1.16,True,False,False,,Control,v3.3
9444,239,182,68,1,1,82.24,88.94,0.98,8,0,4K,False,English,2,False,False,True,3.9,False,0,Thumbs Down,False,False,False,Trending,3,,0.682,Renewal,19.99,Credit Card,False,,True,1.12,False,False,False,,Control,v4.0
9445,270,87,51,3,3,284.25,341.23,0.63,7,4,4K,False,English,6,False,False,True,3.0,False,0,,True,False,False,Trending,7,,0.938,Upgrade,19.99,Credit Card,False,,False,1.57,True,False,False,,Control,v4.0
9446,418,250,91,2,1,250.46,240.79,0.36,0,4,720p,False,Hindi,2,True,False,False,,True,1,,True,True,True,Collaborative Filtering,5,106.8,0.808,None,0.0,Gift Card,False,,True,0.76,True,False,False,,Control,v3.3
9447,433,91,106,1,2,67.3,79.62,0.55,6,1,1080p,True,Hindi,8,False,False,False,,False,0,,True,True,False,Hybrid,10,38.9,0.503,None,0.0,Credit Card,False,,True,0.58,False,False,False,,Control,v3.1
9448,310,276,184,3,1,5.4,6.27,0.88,0,3,1080p,False,English,4,True,False,False,,True,5,,True,False,False,Collaborative Filtering,7,,0.928,Cancellation,7.99,PayPal,False,No Time,False,1.81,False,False,False,,Variant_B,v3.3
9449,31,117,67,2,2,72.33,69.5,0.88,4,3,1080p,False,Spanish,4,False,False,True,4.4,False,0,,True,False,False,Trending,17,,0.7,Cancellation,7.99,Apple Pay,False,Content,True,1.99,False,False,False,,Control,v4.0
9450,314,318,43,2,2,14.67,13.64,0.81,4,0,720p,False,English,1,True,False,False,,False,0,,True,False,False,Editorial,17,,0.523,Upgrade,13.99,Credit Card,False,,False,0.22,False,False,False,,Control,v3.1
9451,104,363,75,1,1,6.8,7.15,0.4,6,1,720p,True,English,8,False,False,False,,False,0,,True,False,False,Collaborative Filtering,7,,0.716,None,0.0,Credit Card,False,,True,1.35,False,False,False,,Control,v3.3
9452,170,301,141,3,1,36.86,44.18,0.52,2,1,480p,False,Original,2,False,False,True,1.3,False,0,,False,False,False,Content-Based,6,,0.515,None,0.0,PayPal,False,,True,1.25,False,False,False,,Control,v3.3
9453,186,123,161,4,3,51.4,48.68,0.59,0,4,1080p,False,Original,7,False,False,False,,False,0,Thumbs Down,True,False,False,Content-Based,9,,0.62,None,0.0,Credit Card,False,,True,1.15,True,False,False,,Control,v3.3
9454,128,66,21,3,1,65.91,60.01,0.35,3,0,720p,False,English,3,False,False,False,,False,0,,True,False,False,Editorial,8,,0.883,Downgrade,13.99,Credit Card,False,,True,0.15,True,True,False,,Control,v4.0
9455,210,103,16,2,2,83.86,82.04,0.49,7,2,720p,False,English,9,False,True,False,,False,0,Thumbs Down,True,False,False,Trending,14,,0.795,None,0.0,Credit Card,False,,True,1.4,True,False,False,,Control,v3.2
9456,414,183,160,4,2,228.0,250.57,0.92,4,3,1080p,False,English,6,False,False,False,,False,0,,True,False,False,Collaborative Filtering,6,,0.687,None,0.0,PayPal,False,,False,1.63,True,False,False,,Control,v3.3
9457,281,247,64,1,3,20.32,23.51,0.86,4,3,4K,False,English,4,False,False,False,,True,4,Thumbs Up,True,False,False,Collaborative Filtering,9,,0.536,None,0.0,Debit Card,False,,True,2.07,False,False,False,,Variant_A,v3.2
9458,447,158,175,3,1,3.54,4.22,0.78,5,1,4K,False,Hindi,5,False,False,False,,False,0,Thumbs Up,True,False,False,Collaborative Filtering,20,,0.569,Renewal,13.99,Debit Card,False,,False,1.96,True,True,False,,Variant_B,v4.0
9459,253,192,8,1,3,27.39,25.67,0.97,7,0,1080p,False,English,7,False,False,False,,False,0,,True,False,False,Trending,11,,0.987,None,0.0,Credit Card,False,,True,0.62,True,False,False,,Variant_A,v4.0
9460,19,359,194,4,2,38.23,49.28,0.49,1,2,720p,False,Hindi,9,True,False,True,3.6,False,0,,True,False,False,Collaborative Filtering,11,,0.606,Downgrade,13.99,Gift Card,False,,False,2.34,True,False,False,,Control,v4.0
9461,200,197,7,2,2,83.99,98.16,0.47,1,3,720p,False,English,6,False,False,False,,False,0,,True,False,False,Trending,8,,0.77,Renewal,7.99,Gift Card,False,,True,0.29,True,True,False,,Variant_B,v4.0
9462,220,156,59,2,1,299.12,386.06,0.51,6,0,1080p,False,Spanish,1,False,False,False,,False,0,,True,False,False,Collaborative Filtering,3,,0.7,None,0.0,Apple Pay,False,,True,1.42,False,False,False,,Control,v3.1
9463,136,165,143,1,2,21.18,19.53,0.54,7,2,720p,False,English,1,True,False,True,1.8,False,0,,True,False,False,Hybrid,11,,0.414,None,0.0,Credit Card,False,,True,0.63,True,False,False,,Variant_A,v4.0
9464,223,112,112,3,2,69.48,83.95,0.61,3,1,4K,False,English,3,False,False,False,,True,2,,True,True,True,Hybrid,4,92.4,0.967,None,0.0,PayPal,False,,True,1.74,False,False,False,,Variant_A,v3.3
9465,3,38,139,4,3,60.05,70.62,0.41,4,4,4K,False,Spanish,2,True,False,False,,True,2,,True,False,False,Collaborative Filtering,3,,0.453,None,0.0,Credit Card,False,,True,2.05,True,False,False,,Control,v4.0
9466,451,328,148,2,2,84.19,90.57,0.61,2,3,4K,False,Spanish,3,False,False,False,,False,0,,True,False,False,Collaborative Filtering,13,,0.795,Cancellation,13.99,Gift Card,False,Content,True,2.05,True,False,False,,Control,v3.3
9467,236,234,59,2,3,249.49,309.06,0.55,1,3,720p,True,English,1,False,False,False,,False,0,,True,False,False,Collaborative Filtering,19,,0.887,None,0.0,PayPal,False,,True,0.74,True,False,False,,Variant_A,v3.2
9468,342,190,159,2,3,82.28,75.07,0.65,4,2,480p,True,Original,7,False,True,False,,False,0,,True,False,False,Content-Based,8,,0.849,Upgrade,13.99,Gift Card,False,,False,1.08,False,False,False,,Variant_B,v3.3
9469,465,133,3,1,3,76.81,74.9,0.44,2,4,720p,True,French,2,True,False,False,,True,2,,True,False,False,Collaborative Filtering,1,,0.886,Renewal,0.0,PayPal,False,,True,0.97,True,False,False,,Variant_A,v4.0
9470,228,321,173,4,1,31.97,39.73,0.83,1,0,720p,True,English,1,True,True,False,,True,1,Thumbs Down,True,True,False,Collaborative Filtering,8,21.9,0.844,None,0.0,Credit Card,False,,False,0.32,False,False,False,,Variant_B,v3.3
9471,401,304,168,2,2,124.16,142.14,0.35,1,1,1080p,False,English,4,False,False,False,,True,1,Thumbs Up,True,False,False,Content-Based,9,,0.667,Cancellation,13.99,Credit Card,False,No Time,True,2.02,True,True,False,,Control,v3.3
9472,142,348,132,1,1,129.94,161.63,0.91,4,0,4K,False,Spanish,8,False,False,False,,False,0,,True,False,False,Content-Based,6,,0.938,Signup,13.99,Credit Card,False,,True,0.93,True,False,False,,Variant_B,v4.0
9473,499,359,4,2,2,260.84,256.23,0.57,0,2,720p,True,English,3,False,True,False,,True,4,Thumbs Up,True,True,False,Collaborative Filtering,11,90.3,0.947,None,0.0,Credit Card,False,,True,1.11,False,False,False,,Variant_A,v4.0
9474,9,23,45,4,1,3.08,3.3,0.36,7,3,720p,False,English,9,False,False,False,,False,0,Thumbs Down,True,False,False,Collaborative Filtering,10,,0.662,Upgrade,13.99,Credit Card,False,,False,1.73,True,False,False,,Variant_A,v3.3
9475,190,221,145,2,3,60.96,76.07,0.77,8,3,240p,False,English,8,False,False,True,1.8,False,0,,True,False,False,Collaborative Filtering,3,,0.691,None,0.0,PayPal,False,,True,1.61,False,False,False,,Variant_B,v4.0
9476,350,320,134,4,2,25.4,23.09,0.84,1,0,1080p,True,English,2,False,False,False,,False,0,,True,False,False,Content-Based,8,,0.691,Cancellation,0.0,Credit Card,False,Found Alternative,True,2.11,False,False,False,,Control,v4.0
9477,405,45,153,1,2,30.43,31.59,0.72,3,1,720p,False,German,8,False,False,False,,False,0,,True,False,False,Hybrid,5,,0.567,Upgrade,19.99,Debit Card,False,,False,1.16,False,False,False,,Control,v3.1
9478,460,61,149,3,1,51.88,59.3,0.51,6,2,1080p,False,German,4,False,False,False,,True,5,,True,True,False,Collaborative Filtering,2,13.4,0.469,Signup,19.99,Credit Card,False,,True,2.23,False,False,False,,Variant_A,v4.0
9479,165,240,142,1,3,5.56,5.9,0.93,6,1,1080p,True,English,3,True,True,False,,False,0,,True,False,False,Content-Based,16,,0.557,None,0.0,Credit Card,False,,True,2.47,True,True,False,,Variant_A,v3.1
9480,480,328,23,2,3,246.26,280.46,0.34,4,2,720p,False,English,7,False,False,False,,False,0,,True,False,False,Collaborative Filtering,1,,0.906,Renewal,19.99,Credit Card,False,,True,0.95,True,False,False,,Variant_B,v3.2
9481,139,277,189,4,2,183.57,226.69,0.88,2,1,720p,False,English,3,False,False,False,,False,0,,True,False,False,Collaborative Filtering,2,,0.726,None,0.0,Apple Pay,False,,True,0.49,True,True,False,,Control,v3.3
9482,276,121,9,4,2,15.4,16.3,0.71,0,0,1080p,False,Original,1,False,False,False,,False,0,,True,True,False,Hybrid,3,96.4,0.91,Renewal,19.99,Credit Card,False,,True,0.5,False,False,False,,Variant_A,v3.3
9483,291,231,168,1,3,31.78,37.33,0.53,7,4,1080p,True,English,2,False,False,False,,False,0,,False,False,False,Editorial,9,,0.847,Upgrade,7.99,Debit Card,False,,False,1.03,True,True,False,,Control,v3.2
9484,53,54,163,1,3,36.28,36.22,0.77,0,2,720p,False,Original,4,True,False,False,,False,0,,True,False,False,Collaborative Filtering,17,,0.609,Renewal,19.99,Credit Card,False,,True,1.09,True,False,False,,Variant_B,v4.0
9485,175,35,138,3,2,154.41,183.17,0.85,3,0,720p,False,French,2,False,False,False,,True,4,,True,False,False,Content-Based,12,,0.511,None,0.0,Apple Pay,False,,False,2.41,False,False,False,,Control,v4.0
9486,110,208,101,2,1,10.82,14.01,0.93,8,3,4K,False,French,6,False,False,True,2.9,False,0,Thumbs Down,True,False,False,Hybrid,2,,0.74,None,0.0,Credit Card,False,,True,2.16,False,False,False,,Variant_A,v3.2
9487,203,112,76,4,1,99.07,98.98,0.77,3,3,720p,False,Hindi,4,False,False,False,,False,0,,True,False,False,Trending,2,,0.962,None,0.0,Credit Card,False,,True,2.44,False,False,False,,Variant_A,v3.3
9488,436,7,84,1,1,173.44,203.97,0.95,4,1,720p,False,English,4,True,False,False,,True,1,,True,False,False,Hybrid,19,,0.904,None,0.0,PayPal,False,,True,1.48,True,False,False,,Control,v3.2
9489,136,134,103,2,3,48.94,45.21,0.76,2,3,4K,True,German,5,False,False,False,,True,5,,True,False,False,Collaborative Filtering,20,,0.858,Cancellation,7.99,Credit Card,False,No Time,True,0.19,True,False,False,,Control,v3.1
9490,4,190,56,1,1,86.38,94.78,0.6,7,4,720p,False,Spanish,6,False,False,False,,False,0,,False,False,False,Collaborative Filtering,17,,0.859,None,0.0,Debit Card,False,,True,0.91,False,False,False,,Control,v3.2
9491,155,353,187,2,2,37.98,45.46,0.39,1,2,1080p,False,English,1,False,False,True,1.4,False,0,,True,False,False,Content-Based,17,,0.717,Renewal,13.99,Credit Card,False,,False,2.17,False,False,False,,Control,v3.3
9492,172,143,137,2,3,64.01,65.76,0.66,3,1,720p,False,English,6,False,False,False,,True,3,,True,False,False,Trending,13,,0.502,Cancellation,0.0,Credit Card,False,Price,True,1.39,True,False,False,,Variant_B,v3.3
9493,424,321,167,3,1,76.1,93.41,0.74,4,2,240p,False,English,6,False,False,False,,False,0,,True,True,False,Content-Based,12,22.9,0.571,None,0.0,Credit Card,False,,True,1.59,True,False,False,,Control,v3.1
9494,358,218,47,2,3,160.31,194.38,0.97,2,2,1080p,False,English,1,True,True,False,,False,0,Thumbs Up,True,False,False,Hybrid,11,,0.747,None,0.0,Credit Card,False,,True,1.58,True,False,False,,Control,v3.2
9495,47,183,148,2,2,84.79,95.98,0.63,4,0,4K,True,Original,4,True,False,True,2.3,False,0,,True,False,False,Collaborative Filtering,11,,0.59,Renewal,7.99,PayPal,False,,True,2.44,True,False,False,,Variant_A,v3.3
9496,94,33,89,2,3,24.03,29.96,0.63,7,3,1080p,False,Spanish,9,True,False,False,,False,0,,True,False,False,Hybrid,8,,0.869,None,0.0,Credit Card,False,,True,1.38,True,False,False,,Control,v4.0
9497,428,306,129,1,1,263.31,243.9,0.53,0,2,1080p,False,English,5,True,False,False,,False,0,,True,True,False,Collaborative Filtering,18,55.5,0.624,Renewal,19.99,Debit Card,False,,True,1.78,True,True,False,,Variant_B,v3.3
9498,48,181,172,3,3,64.97,75.52,0.3,6,4,1080p,False,English,4,False,True,False,,False,0,,True,False,False,Hybrid,4,,0.468,Upgrade,0.0,Credit Card,False,,False,0.33,True,False,False,,Control,v3.1
9499,240,198,132,2,3,30.79,34.6,0.46,4,4,1080p,True,Hindi,6,False,False,False,,True,1,,True,False,False,Editorial,18,,0.87,None,0.0,PayPal,False,,True,1.17,True,False,True,Playback Error,Control,v3.3
9500,347,305,8,3,1,49.6,48.57,0.96,2,3,720p,False,English,2,True,True,False,,False,0,,True,False,False,Collaborative Filtering,15,,0.819,None,0.0,PayPal,False,,True,2.24,True,False,False,,Control,v4.0
9501,213,325,120,1,3,228.78,222.61,0.63,2,3,1080p,True,Original,5,True,False,False,,False,0,,True,True,False,Collaborative Filtering,7,84.3,0.552,None,0.0,Credit Card,False,,True,1.83,False,False,False,,Variant_B,v4.0
9502,436,265,28,2,2,68.83,70.16,0.38,2,1,720p,False,English,1,False,False,False,,True,3,Thumbs Up,True,False,False,Collaborative Filtering,15,,0.989,Cancellation,19.99,Credit Card,False,Price,True,1.23,True,False,False,,Variant_A,v3.3
9503,340,343,160,3,1,19.41,24.02,0.54,5,1,720p,False,English,2,False,False,False,,False,0,,True,True,True,Editorial,19,70.5,0.642,None,0.0,PayPal,False,,False,1.86,False,False,False,,Control,v3.3
9504,324,180,112,3,1,80.64,98.35,0.92,7,1,480p,False,Spanish,3,False,False,False,,False,0,,True,False,False,Collaborative Filtering,17,,0.808,None,0.0,Debit Card,False,,True,0.4,False,False,False,,Variant_A,v3.3
9505,139,296,167,3,3,95.44,101.4,0.62,1,3,240p,False,English,6,True,False,True,3.9,True,3,Thumbs Down,True,False,False,Content-Based,10,,0.946,Downgrade,19.99,Credit Card,False,,True,2.03,True,False,True,Payment Error,Control,v3.3
9506,205,140,23,3,2,59.9,75.22,0.76,6,2,720p,True,English,6,False,False,False,,True,4,Thumbs Down,True,True,False,Editorial,11,83.8,0.494,Cancellation,7.99,PayPal,False,Found Alternative,True,2.03,False,False,False,,Control,v3.3
9507,381,38,179,4,1,90.27,109.35,0.3,4,0,480p,False,English,1,False,False,False,,False,0,,True,True,False,Editorial,14,92.7,0.927,Upgrade,13.99,PayPal,False,,True,1.97,True,False,False,,Variant_B,v3.3
9508,73,194,156,4,2,69.21,70.4,0.39,0,1,480p,False,French,4,False,False,True,1.9,False,0,,True,False,False,Content-Based,4,,0.822,Renewal,7.99,Debit Card,False,,False,1.42,False,False,False,,Control,v3.3
9509,4,59,174,2,3,36.19,45.33,0.75,0,0,4K,False,Spanish,9,False,False,False,,True,3,,True,False,False,Collaborative Filtering,4,,0.501,None,0.0,PayPal,False,,True,0.19,True,False,False,,Variant_B,v3.3
9510,76,87,169,3,3,39.95,44.61,0.41,4,4,720p,True,Original,9,False,False,False,,True,4,,True,False,False,Collaborative Filtering,1,,0.799,None,0.0,Gift Card,False,,True,2.04,True,False,False,,Variant_A,v3.2
9511,329,118,18,1,1,22.6,25.1,0.87,8,3,720p,True,Spanish,9,False,False,False,,False,0,,True,True,True,Collaborative Filtering,12,89.3,0.925,None,0.0,Apple Pay,False,,True,0.22,True,False,False,,Control,v3.2
9512,77,14,114,3,2,18.16,17.74,0.86,5,4,1080p,True,French,7,True,False,True,1.4,False,0,,True,False,False,Hybrid,7,,0.879,None,0.0,PayPal,False,,True,2.41,True,False,False,,Variant_A,v4.0
9513,304,12,194,3,3,51.12,63.91,0.75,2,1,1080p,True,English,1,False,False,False,,False,0,,True,False,False,Content-Based,5,,0.856,Renewal,13.99,Debit Card,False,,True,1.64,True,False,False,,Control,v4.0
9514,256,254,87,4,1,27.54,26.67,0.6,4,2,1080p,False,Hindi,4,False,False,False,,False,0,Thumbs Up,True,False,False,Trending,1,,0.497,None,0.0,Gift Card,False,,False,0.14,False,False,False,,Control,v3.1
9515,410,16,80,2,3,283.17,307.88,0.54,1,1,1080p,False,Original,3,True,False,False,,True,2,,True,False,False,Collaborative Filtering,8,,0.514,None,0.0,Apple Pay,False,,False,0.36,False,False,False,,Variant_A,v3.2
9516,102,313,128,2,1,220.38,251.21,0.7,4,0,240p,False,English,9,False,False,True,2.3,False,0,,True,True,True,Trending,18,84.6,0.729,None,0.0,Apple Pay,False,,True,1.62,True,False,False,,Control,v3.2
9517,106,219,47,2,1,65.37,58.97,0.94,3,1,1080p,False,English,1,False,False,False,,True,5,,False,False,False,Content-Based,13,,0.748,None,0.0,Apple Pay,False,,True,2.49,True,False,False,,Variant_B,v3.2
9518,333,214,116,1,3,69.7,78.84,0.56,4,2,720p,False,Original,3,False,False,False,,True,2,,False,False,False,Trending,17,,0.966,None,0.0,PayPal,False,,False,0.32,True,False,False,,Variant_A,v3.3
9519,39,243,184,3,3,37.69,36.73,0.55,5,2,480p,False,French,7,False,False,False,,False,0,,True,False,False,Hybrid,2,,0.681,Signup,19.99,Apple Pay,False,,True,0.26,False,False,False,,Variant_B,v4.0
9520,476,83,198,2,2,68.18,75.67,0.43,6,3,480p,False,Spanish,1,False,False,True,5.0,False,0,Thumbs Up,True,False,False,Trending,6,,0.582,None,0.0,Credit Card,False,,True,1.72,False,False,False,,Control,v3.3
9521,314,360,150,1,3,26.97,33.87,0.56,4,3,1080p,True,Spanish,9,False,False,False,,True,2,,False,False,False,Trending,4,,0.514,None,0.0,PayPal,False,,False,1.59,True,False,False,,Control,v4.0
9522,275,51,154,4,3,64.21,81.25,0.48,6,2,1080p,False,English,8,True,False,False,,False,0,,True,False,False,Trending,8,,0.433,None,0.0,Apple Pay,False,,False,2.18,False,False,False,,Variant_B,v3.3
9523,88,222,87,1,1,11.56,14.28,0.77,6,2,1080p,False,English,9,False,False,False,,True,1,,False,False,False,Collaborative Filtering,15,,0.441,Renewal,7.99,Gift Card,False,,True,2.17,True,False,False,,Variant_B,v4.0
9524,211,290,64,4,2,12.33,11.79,0.48,3,0,720p,False,English,8,False,False,False,,False,0,Thumbs Down,True,True,False,Editorial,5,34.8,0.745,None,0.0,Apple Pay,False,,False,1.62,False,False,False,,Variant_B,v3.3
9525,369,255,196,2,2,23.98,25.17,0.46,7,1,1080p,False,Hindi,6,False,False,False,,False,0,,True,False,False,Collaborative Filtering,20,,0.506,None,0.0,Credit Card,False,,True,0.82,True,False,False,,Control,v3.2
9526,77,278,102,3,1,7.69,9.83,0.51,1,3,1080p,False,Spanish,3,False,False,False,,False,0,,False,False,False,Hybrid,11,,0.911,None,0.0,Credit Card,False,,True,1.76,True,True,False,,Control,v4.0
9527,77,181,35,3,1,51.26,61.36,0.74,8,0,720p,False,Spanish,7,False,False,False,,True,5,,True,False,False,Hybrid,8,,0.758,Upgrade,13.99,Credit Card,False,,True,0.54,True,False,False,,Control,v4.0
9528,442,92,161,2,2,49.2,51.29,0.66,0,1,1080p,False,Original,8,False,False,False,,True,3,,True,False,False,Trending,17,,0.919,None,0.0,Credit Card,False,,False,0.35,False,False,False,,Control,v3.2
9529,28,12,69,4,2,153.49,199.47,0.99,1,3,240p,False,English,6,False,False,False,,False,0,,True,False,False,Content-Based,9,,0.656,Renewal,19.99,Credit Card,False,,True,1.77,True,True,False,,Variant_A,v3.2
9530,245,320,150,2,2,75.94,71.77,0.7,2,0,4K,False,English,2,True,False,False,,False,0,,False,False,False,Collaborative Filtering,18,,0.757,None,0.0,Credit Card,False,,False,1.12,True,True,False,,Variant_B,v4.0
9531,66,101,98,1,3,49.76,57.13,0.72,0,4,720p,False,English,3,False,False,True,4.0,True,2,,True,True,False,Content-Based,14,94.2,0.715,None,0.0,Apple Pay,False,,True,1.91,False,False,False,,Control,v3.3
9532,266,288,100,3,1,87.49,82.74,0.55,6,4,480p,False,English,6,False,True,False,,True,5,,False,False,False,Hybrid,9,,0.992,Renewal,7.99,Debit Card,False,,True,0.29,True,True,False,,Control,v3.2
9533,382,48,40,1,2,248.09,280.45,0.55,3,3,1080p,False,Spanish,6,False,True,False,,True,4,,True,False,False,Hybrid,10,,0.878,Cancellation,13.99,PayPal,False,Price,False,2.48,True,False,False,,Variant_B,v4.0
9534,470,188,145,1,2,267.02,285.27,0.47,3,0,4K,False,English,4,False,False,True,3.2,False,0,,False,False,False,Hybrid,20,,0.757,None,0.0,Credit Card,False,,True,1.33,True,True,False,,Variant_A,v3.3
9535,205,37,29,3,3,29.73,27.04,0.76,5,1,4K,True,Spanish,5,False,False,True,2.2,False,0,,True,False,False,Collaborative Filtering,2,,0.764,None,0.0,Apple Pay,False,,True,2.24,False,False,True,Network Error,Variant_A,v3.2
