user_key,user_id,age,gender,country,city,signup_date,acquisition_channel,user_segment,preferred_language,email_opt_in,lifetime_value_usd,age_group,signup_year,signup_month,high_value_customer
470,USR00470,38,Female,USA,Chicago,2021-02-19,Social Media,Power User,Portuguese,True,578.17,36-45,2021,February,1
471,USR00471,56,Male,Australia,Brisbane,2021-02-21,Paid Ad,Casual Viewer,English,True,190.48,56-65,2021,February,0
472,USR00472,53,Male,India,Bangalore,2021-10-16,Organic,Casual Viewer,Hindi,True,797.1,46-55,2021,October,1
473,USR00473,50,Female,Australia,Brisbane,2022-05-22,Organic,Casual Viewer,English,True,780.09,46-55,2022,May,1
474,USR00474,47,Female,UK,London,2022-09-04,Organic,Casual Viewer,English,True,523.76,46-55,2022,September,1
475,USR00475,54,Male,Australia,Brisbane,2022-11-01,Paid Ad,Power User,Spanish,False,167.64,46-55,2022,November,0
476,USR00476,40,Male,Brazil,Brasília,2022-11-20,Paid Ad,Casual Viewer,English,True,547.38,36-45,2022,November,1
477,USR00477,27,Male,India,Delhi,2022-04-27,Referral,Casual Viewer,English,True,67.04,26-35,2022,April,0
478,USR00478,22,Female,Germany,Hamburg,2021-10-20,Paid Ad,Power User,Hindi,True,34.22,18-25,2021,October,0
479,USR00479,53,Male,France,Lyon,2022-07-04,Email Campaign,Power User,French,True,213.57,46-55,2022,July,0
480,USR00480,51,Female,France,Paris,2021-01-09,Organic,Power User,Hindi,True,375.47,46-55,2021,January,0
481,USR00481,48,Male,Australia,Melbourne,2021-04-21,Paid Ad,New User,German,True,695.94,46-55,2021,April,1
482,USR00482,27,Female,USA,Los Angeles,2022-03-18,Organic,Power User,Hindi,False,584.46,26-35,2022,March,1
483,USR00483,36,Male,Canada,Toronto,2021-05-18,Social Media,Power User,Spanish,True,596.74,36-45,2021,May,1
484,USR00484,49,Male,France,Paris,2021-09-28,Email Campaign,Power User,English,True,346.14,46-55,2021,September,0
485,USR00485,18,Female,France,Lyon,2022-01-10,Email Campaign,New User,English,True,283.29,,2022,January,0
486,USR00486,22,Female,Brazil,Rio de Janeiro,2022-02-17,Paid Ad,New User,Spanish,False,303.12,18-25,2022,February,0
487,USR00487,62,Female,Australia,Sydney,2022-01-10,Organic,Casual Viewer,English,True,790.24,56-65,2022,January,1
488,USR00488,21,Male,Germany,Berlin,2021-02-16,Organic,Casual Viewer,German,True,41.69,18-25,2021,February,0
489,USR00489,33,Female,India,Mumbai,2022-02-15,Email Campaign,Power User,German,True,694.95,26-35,2022,February,1
490,USR00490,41,Male,India,Mumbai,2021-02-22,Email Campaign,Casual Viewer,English,False,467.15,36-45,2021,February,1
491,USR00491,33,Male,UK,London,2022-08-07,Paid Ad,Power User,English,True,356.51,26-35,2022,August,0
492,USR00492,19,Male,UK,Manchester,2022-07-30,Organic,Power User,Hindi,False,582.95,18-25,2022,July,1
493,USR00493,45,Female,Australia,Sydney,2021-07-19,Email Campaign,New User,Hindi,True,394.47,36-45,2021,July,0
494,USR00494,49,Male,USA,Chicago,2022-01-07,Social Media,Power User,English,True,700.0,46-55,2022,January,1
495,USR00495,44,Female,Canada,Montreal,2022-07-21,Email Campaign,Power User,English,True,721.55,36-45,2022,July,1
496,USR00496,37,Male,Germany,Hamburg,2021-10-23,Paid Ad,New User,German,True,343.16,36-45,2021,October,0
497,USR00497,41,Male,Australia,Brisbane,2021-03-17,Referral,At-Risk User,French,True,228.69,36-45,2021,March,0
498,USR00498,29,Male,UK,London,2022-01-31,Referral,Casual Viewer,English,True,477.96,26-35,2022,January,1
499,USR00499,52,Female,Australia,Brisbane,2022-06-01,Social Media,Power User,Hindi,False,730.77,46-55,2022,June,1
500,USR00500,50,Female,UK,Manchester,2022-04-07,Organic,Power User,Spanish,True,176.42,46-55,2022,April,0
