activity_key,user_key,date_key,content_key,device_key,subscription_key,minutes_watched,session_duration_mins,completion_rate,pause_count,buffering_events,stream_quality,subtitle_used,audio_language,login_count,added_to_watchlist,shared_content,content_rated,user_rating,search_performed,search_query_count,feedback_given,recommendation_shown,recommendation_clicked,recommendation_converted,recommendation_algorithm,recommendation_position,time_to_click_seconds,relevance_score,subscription_event_type,payment_amount_usd,payment_method,is_trial,cancellation_reason,auto_renewal_enabled,revenue_attributed_usd,notification_sent,notification_clicked,error_encountered,error_type,ab_test_group,platform_version,engagement_score,high_engagement,buffering_level,recommendation_success,watch_efficiency,revenue_segment
5773,387,83,24,4,2,67.48,78.86,0.71,0,2,1080p,True,English,4,True,False,False,0,False,0,,True,False,False,"Collaborative Filtering",5,,0.642,,0,"Apple Pay",False,,False,1.62,True,False,False,,Control,v4.0,49.092,1,Medium,0,0.8556936342886128,High
5774,93,163,55,1,1,42.62,40.06,0.73,5,1,480p,False,English,6,True,True,True,4.4,True,2,,True,True,False,Hybrid,18,38.5,0.567,Renewal,7.99,"Credit Card",False,,True,1.56,True,True,False,,Variant_B,v3.3,40.348,0,Low,0,1.0639041437843233,High
5775,454,77,146,2,3,129.81,119.29,0.42,8,0,480p,False,Spanish,5,False,False,True,3.5,True,1,,False,False,False,"Collaborative Filtering",15,,0.978,,0,"Debit Card",False,,True,2.03,False,False,False,,Control,v4.0,65.624,1,Low,0,1.0881884483192221,Premium
5776,17,156,70,2,2,96.02,124.82,0.41,1,3,4K,True,Original,7,True,True,True,4.4,True,1,,True,False,False,"Collaborative Filtering",20,,0.627,Signup,13.99,"Credit Card",False,,True,1.39,True,True,False,,Control,v3.2,52.208,1,Medium,0,0.7692677455535972,High
5777,154,236,182,2,1,59.34,70.98,0.52,8,3,1080p,False,German,4,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",8,,0.825,,0,"Credit Card",False,,False,0.82,False,False,False,,Control,v3.3,40.136,0,Medium,0,0.8360101437024514,Medium
5778,405,303,69,3,3,10.84,11.32,0.51,1,0,1080p,False,English,7,False,False,True,4.1,False,0,,True,False,False,Content-Based,2,,0.759,,0,"Apple Pay",False,,True,1.53,True,True,False,,Control,v3.2,21.035999999999998,0,Low,0,0.9575971731448762,High
5779,328,43,134,4,3,7.13,7.98,0.95,5,3,1080p,False,Hindi,2,False,False,False,0,False,0,,True,False,False,Hybrid,13,,0.426,,0,"Debit Card",False,,False,1.97,False,False,False,,Variant_B,v3.2,31.752,0,Medium,0,0.8934837092731829,Premium
5780,149,127,30,4,3,38.48,44.85,0.59,8,4,1080p,False,German,6,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",13,,0.631,Renewal,13.99,PayPal,False,,True,2.22,True,False,False,,Variant_A,v3.3,34.292,0,High,0,0.8579710144927535,Premium
5781,377,216,85,2,1,68.68,70.41,0.75,5,4,1080p,False,English,3,False,False,True,1,True,3,"Thumbs Up",False,False,False,"Collaborative Filtering",14,,0.634,,0,"Apple Pay",False,,True,1.28,True,False,False,,Variant_B,v4.0,50.87200000000001,1,High,0,0.9754296264735124,Medium
5782,267,164,98,1,2,45.81,49.6,0.37,3,4,1080p,True,French,7,True,False,True,1.7,True,1,"Thumbs Up",True,False,False,"Collaborative Filtering",15,,0.994,,0,"Credit Card",False,,True,0.96,True,True,False,,Variant_B,v4.0,30.924,0,High,0,0.9235887096774194,Medium
5783,422,70,78,3,1,73.76,88.26,0.49,5,2,720p,False,Original,8,False,False,False,0,True,1,,True,False,False,"Collaborative Filtering",12,,0.887,,0,"Debit Card",False,,True,2.14,False,False,False,,Control,v3.2,45.90400000000001,1,Medium,0,0.8357126671198731,Premium
5784,328,307,168,4,1,21.67,25.64,0.98,0,0,1080p,False,English,1,False,True,True,1.6,True,1,,True,False,False,"Collaborative Filtering",5,,0.914,,0,"Credit Card",False,,True,1.11,True,True,False,,Control,v4.0,38.368,0,Low,0,0.8451638065522621,Medium
5785,106,301,19,1,2,85.5,85.07,0.54,6,4,720p,True,English,1,False,False,False,0,True,3,,True,False,False,Editorial,3,,0.588,,0,"Gift Card",False,,True,2.42,True,False,False,,Control,v3.2,50.900000000000006,1,High,0,1.005054660867521,Premium
5786,472,304,127,2,3,43.41,52.96,0.65,2,1,1080p,False,English,6,False,False,False,0,False,0,"Thumbs Up",True,True,False,"Collaborative Filtering",18,43.3,0.597,,0,"Credit Card",False,,True,1.14,False,False,False,,Variant_B,v4.0,38.06400000000001,0,Low,0,0.8196752265861026,Medium
5787,381,331,143,1,2,199.84,205.88,0.45,2,4,720p,False,English,5,False,False,False,0,False,0,"Thumbs Up",True,False,False,"Collaborative Filtering",3,,0.709,,0,"Credit Card",False,,True,2.47,True,False,False,,Variant_B,v3.3,94.436,1,High,0,0.9706625218573927,Premium
5788,35,319,5,4,2,41.14,51.61,1,5,2,1080p,False,French,3,False,False,False,0,True,2,,False,False,False,Content-Based,14,,0.779,,0,"Credit Card",False,,False,0.34,False,False,False,,Control,v4.0,47.25600000000001,1,Medium,0,0.7971323386940515,Low
5789,119,286,126,1,2,26.26,24.89,0.35,8,1,4K,False,English,7,True,False,False,0,True,1,,True,True,True,Trending,2,93.3,0.837,,0,"Debit Card",False,,False,0.93,False,False,False,,Variant_B,v4.0,22.504,0,Low,1,1.0550421856167136,Medium
5790,14,219,121,2,3,72.2,81.11,0.7,0,0,4K,False,English,5,True,False,False,0,True,1,,True,True,True,"Collaborative Filtering",18,72.1,0.892,,0,"Gift Card",False,,True,0.77,False,False,False,,Variant_A,v3.3,50.980000000000004,1,Low,1,0.8901491801257552,Medium
5791,14,335,139,2,1,63.69,82.13,0.36,4,0,1080p,True,Hindi,2,False,False,False,0,False,0,"Thumbs Up",True,False,False,Hybrid,13,,0.924,,0,"Credit Card",False,,False,2.49,True,False,False,,Control,v3.2,36.675999999999995,0,Low,0,0.7754779008888348,Premium
5792,266,169,153,4,1,86.64,98.69,0.4,1,4,1080p,True,French,1,False,False,False,0,True,2,"Thumbs Down",True,False,False,Content-Based,2,,0.415,Renewal,0,"Gift Card",False,,True,2.16,True,False,False,,Variant_A,v4.0,47.056000000000004,1,High,0,0.8779004965042051,Premium
5793,140,342,132,1,1,290.07,272.47,0.9,4,1,1080p,False,English,7,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",12,,0.878,,0,"Credit Card",False,,True,1.87,True,False,False,,Variant_B,v4.0,144.42800000000003,1,Low,0,1.0645942672587807,High
5794,294,244,187,4,3,59.58,63.31,0.58,3,1,720p,False,Spanish,4,False,False,False,0,True,1,"Thumbs Down",True,False,False,Trending,2,,0.767,Renewal,0,"Debit Card",False,,True,2.3,True,False,False,,Variant_B,v4.0,42.132,1,Low,0,0.9410835570999841,Premium
5795,364,102,62,2,1,17.4,19.93,0.45,7,4,1080p,False,English,9,True,False,False,0,False,0,,True,False,False,Content-Based,8,,0.719,Downgrade,7.99,"Debit Card",False,,True,2.3,True,False,False,,Control,v3.1,22.26,0,High,0,0.8730556949322629,Premium
5796,119,295,87,1,3,89.84,113.37,0.95,3,4,720p,True,English,2,False,False,False,0,True,4,,True,False,False,"Collaborative Filtering",5,,0.777,,0,"Apple Pay",False,,False,0.58,False,False,False,,Variant_A,v3.3,65.23600000000002,1,High,0,0.792449501631825,Low
5797,238,314,158,3,1,19.28,19.41,0.88,3,3,1080p,True,Original,7,False,False,False,0,False,0,,False,False,False,Content-Based,11,,0.929,,0,"Credit Card",False,,True,0.92,True,False,False,,Variant_A,v4.0,35.512,0,Medium,0,0.9933024214322514,Medium
5798,34,166,182,2,3,45.37,43.6,0.99,3,3,720p,False,English,5,True,False,False,0,False,0,,False,False,False,"Collaborative Filtering",13,,0.727,Signup,7.99,"Debit Card",False,,False,0.22,True,False,False,,Variant_B,v3.3,48.848,1,Medium,0,1.0405963302752292,Low
5799,169,328,71,3,1,55.42,59.12,0.61,1,4,480p,False,English,2,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",17,,0.497,Renewal,19.99,PayPal,False,,False,0.84,True,False,False,,Variant_B,v3.3,40.868,0,High,0,0.9374154262516915,Medium
5800,10,266,65,4,1,89.1,104.58,0.83,2,2,720p,True,Original,5,False,False,False,0,False,0,,True,False,False,Content-Based,16,,0.662,,0,"Credit Card",False,,False,1.81,False,False,False,,Variant_B,v3.3,61.54,1,Medium,0,0.8519793459552495,High
5801,122,90,188,2,1,270.84,345.04,0.79,3,3,1080p,True,German,2,True,False,False,0,True,5,"Thumbs Up",True,False,False,"Collaborative Filtering",19,,0.955,,0,"Debit Card",False,,True,1.81,True,False,False,,Variant_B,v3.1,132.936,1,Medium,0,0.784952469278924,High
5802,401,102,73,1,3,251.57,318.73,0.63,8,4,1080p,True,English,8,False,False,False,0,True,5,,False,False,False,Trending,15,,0.889,Upgrade,7.99,"Credit Card",False,,True,1.17,True,False,True,"Network Error",Variant_B,v4.0,121.62799999999999,1,High,0,0.7892887396856273,Medium
5803,145,66,191,1,2,205.7,251.26,0.67,6,1,720p,False,English,8,False,True,False,0,True,2,,True,False,False,Content-Based,18,,0.522,,0,"Apple Pay",False,,True,0.5,False,False,False,,Variant_B,v3.3,104.17999999999999,1,Low,0,0.8186738836265223,Low
5804,451,324,21,1,3,64.44,58.59,0.7,5,3,4K,True,English,5,False,False,False,0,False,0,,True,False,False,Content-Based,6,,0.828,Renewal,19.99,"Gift Card",False,,True,0.21,False,False,False,,Variant_A,v4.0,47.775999999999996,1,Medium,0,1.0998463901689708,Low
5805,446,282,145,4,1,16.09,20.73,0.9,5,2,720p,False,English,6,False,False,True,3.5,False,0,,True,False,False,"Collaborative Filtering",4,,0.554,Signup,13.99,"Apple Pay",False,,False,0.7,True,True,False,,Control,v3.3,34.636,0,Medium,0,0.7761698022190062,Low
5806,223,71,3,4,3,136.07,172.41,0.42,6,0,720p,True,English,5,False,False,False,0,True,2,"Thumbs Up",True,True,True,Content-Based,4,111.6,0.609,,0,"Credit Card",False,,True,0.3,True,False,False,,Control,v3.3,68.228,1,Low,1,0.7892233629139841,Low
5807,371,252,7,1,1,29.63,35.53,0.65,8,1,4K,False,French,3,False,False,False,0,True,1,,True,False,False,"Collaborative Filtering",13,,0.681,Signup,19.99,PayPal,False,,True,2.48,False,False,False,,Variant_B,v4.0,32.052,0,Low,0,0.833943146636645,Premium
5808,257,354,148,3,3,36.64,47.37,0.46,5,2,1080p,False,Hindi,5,False,True,False,0,False,0,,True,False,False,Content-Based,9,,0.665,,0,"Credit Card",False,,True,0.45,True,False,False,,Variant_B,v4.0,29.456,0,Medium,0,0.7734853282668356,Low
5809,268,3,135,3,3,55.11,57.99,0.76,0,2,720p,True,English,1,False,False,False,0,True,5,,True,False,False,"Collaborative Filtering",10,,0.418,Signup,13.99,"Debit Card",True,,False,2.05,True,True,True,"Playback Error",Variant_B,v3.3,45.544000000000004,1,Medium,0,0.950336264873254,Premium
5810,359,1,107,1,3,39.65,45.45,0.55,2,2,720p,True,English,4,False,False,False,0,False,0,"Thumbs Down",True,True,False,Editorial,14,45.8,0.864,Downgrade,13.99,PayPal,False,,True,0.99,False,False,False,,Variant_A,v3.3,33.16,0,Medium,0,0.8723872387238722,Medium
5811,4,7,109,1,3,74.93,67.95,0.56,2,1,720p,False,German,8,False,True,False,0,True,4,,True,False,False,"Collaborative Filtering",8,,0.908,Cancellation,13.99,"Gift Card",False,"No Time",True,1.59,True,False,False,,Variant_A,v4.0,48.772000000000006,1,Low,0,1.1027225901398088,High
5812,426,183,82,1,1,88.31,111.1,0.44,0,2,720p,False,English,3,True,False,True,1.7,True,4,,True,True,False,Editorial,3,80.0,0.719,Renewal,13.99,"Credit Card",False,,True,1.39,True,True,False,,Control,v3.3,49.524,1,Medium,0,0.794869486948695,High
5813,397,104,56,4,2,17.7,22.22,0.49,8,0,4K,False,Original,4,False,False,True,3.7,False,0,,True,False,False,"Collaborative Filtering",9,,0.504,Signup,19.99,"Debit Card",False,,False,0.23,False,False,False,,Variant_A,v3.2,22.580000000000002,0,Low,0,0.7965796579657966,Low
5814,354,122,109,1,3,38.61,47.87,0.68,0,3,720p,False,English,6,False,False,False,0,False,0,,True,False,False,Content-Based,1,,0.549,,0,PayPal,False,,False,2.28,False,False,False,,Control,v3.3,37.044000000000004,0,Medium,0,0.8065594317944433,Premium
5815,106,207,39,1,3,87.93,104.7,0.43,5,1,4K,False,Hindi,5,False,False,False,0,False,0,"Thumbs Up",True,True,False,"Collaborative Filtering",15,58.2,0.476,,0,"Debit Card",False,,True,2.26,False,False,False,,Variant_A,v3.3,49.072,1,Low,0,0.8398280802292264,Premium
5816,85,76,180,1,1,66.98,77.33,0.47,3,2,4K,False,Hindi,6,False,False,False,0,False,0,,False,False,False,"Collaborative Filtering",15,,0.502,,0,PayPal,False,,True,0.82,True,True,False,,Control,v3.1,42.092000000000006,1,Medium,0,0.866158024052761,Medium
5817,214,23,116,4,2,48.38,46.64,0.74,8,4,720p,True,Spanish,6,True,False,True,2.3,True,1,,True,False,False,Hybrid,7,,0.926,,0,"Credit Card",False,,False,0.42,True,True,False,,Control,v4.0,42.85200000000001,1,High,0,1.0373070325900515,Low
5818,121,42,39,2,3,86.82,86.82,0.38,4,3,480p,True,English,2,False,False,True,2.3,False,0,"Thumbs Up",True,False,False,"Collaborative Filtering",15,,0.688,,0,PayPal,False,,True,0.34,True,False,False,,Variant_B,v3.3,46.528,1,Medium,0,1,Low
5819,132,358,133,2,1,45.74,55.8,0.52,7,1,720p,False,English,1,True,False,False,0,False,0,,True,True,False,"Collaborative Filtering",7,40.9,0.467,,0,"Credit Card",False,,True,2.13,False,False,False,,Control,v4.0,34.096000000000004,0,Low,0,0.8197132616487456,Premium
5820,338,363,35,4,3,79.13,75.13,0.9,2,4,720p,True,English,4,False,False,False,0,False,0,,True,False,False,Editorial,13,,0.553,,0,"Credit Card",False,,False,1.5,True,False,False,,Control,v3.3,59.452,1,High,0,1.0532410488486623,High
5821,197,128,137,2,2,35.83,39.92,0.63,7,4,720p,True,English,3,False,False,True,2.9,True,4,,True,True,False,"Collaborative Filtering",12,60.8,0.97,,0,"Apple Pay",False,,False,1,True,True,False,,Variant_A,v3.3,34.232,0,High,0,0.8975450901803607,Medium
5822,19,54,191,4,2,20.73,22.12,0.72,5,2,1080p,False,English,1,True,False,True,4.6,True,3,,False,False,False,"Collaborative Filtering",18,,0.706,Upgrade,13.99,"Credit Card",False,,True,0.92,False,False,False,,Control,v4.0,30.391999999999996,0,Medium,0,0.9371609403254972,Medium
5823,130,82,134,4,1,11.51,12.68,0.85,1,1,1080p,False,Spanish,6,False,False,False,0,False,0,,True,False,False,Hybrid,7,,0.709,,0,"Apple Pay",False,,False,1.41,False,False,False,,Variant_A,v3.2,31.304,0,Low,0,0.9077287066246057,High
5824,12,220,186,2,1,15.04,14.29,0.77,3,2,4K,False,English,3,False,False,False,0,True,3,,True,False,False,Hybrid,7,,0.715,,0,"Credit Card",False,,True,0.75,True,False,False,,Variant_A,v4.0,30.016000000000002,0,Medium,0,1.0524842547235829,Medium
5825,81,128,84,1,1,32.28,37.92,0.56,2,0,4K,False,English,7,False,True,False,0,False,0,,True,False,False,"Collaborative Filtering",15,,0.467,,0,"Credit Card",False,,True,0.15,True,True,False,,Control,v4.0,31.112000000000002,0,Low,0,0.8512658227848101,Low
5826,330,247,188,3,3,73.97,85.3,0.98,4,4,480p,False,Spanish,9,False,False,False,0,False,0,"Thumbs Up",True,False,False,Trending,9,,0.982,,0,"Debit Card",False,,False,1.1,True,True,False,,Control,v3.3,60.788,1,High,0,0.8671746776084408,Medium
5827,354,259,156,2,1,32.23,35.44,0.45,6,0,720p,False,English,9,True,False,False,0,False,0,,False,False,False,Hybrid,6,,0.451,,0,"Debit Card",False,,True,2.2,True,False,False,,Control,v3.3,28.192,0,Low,0,0.9094243792325056,Premium
5828,262,34,11,3,2,50.53,64.23,0.68,5,2,4K,True,English,2,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",9,,0.82,,0,PayPal,False,,False,2.03,True,False,False,,Variant_B,v4.0,41.012,0,Medium,0,0.7867040323836213,Premium
5829,392,250,109,3,2,89.01,94.43,0.93,1,3,4K,False,Original,9,False,False,False,0,True,5,,True,False,False,"Collaborative Filtering",19,,0.435,,0,"Gift Card",False,,False,2.29,False,False,False,,Control,v3.1,65.804,1,Medium,0,0.9426029863390871,Premium
5830,125,15,45,1,2,55.91,64.86,0.99,8,4,1080p,True,Hindi,7,False,False,False,0,True,5,"Thumbs Down",True,False,False,Content-Based,20,,0.666,,0,"Debit Card",False,,False,1.69,True,False,False,,Control,v3.3,53.964,1,High,0,0.8620104841196422,High
5831,307,108,13,4,1,8.1,8.52,0.86,3,3,1080p,False,Original,4,False,True,False,0,False,0,"Thumbs Up",True,False,False,"Collaborative Filtering",16,,0.94,,0,"Credit Card",False,,True,0.22,False,False,True,"Playback Error",Variant_B,v3.1,29.84,0,Medium,0,0.9507042253521126,Low
5832,267,201,5,3,2,55.01,63.11,0.47,5,1,240p,False,English,4,False,False,True,3.8,False,0,,True,False,False,"Collaborative Filtering",16,,0.861,,0,"Credit Card",False,,True,1.22,True,True,False,,Variant_B,v3.2,36.903999999999996,0,Low,0,0.8716526699413721,Medium
5833,447,58,83,1,2,20.55,24.9,0.93,1,4,4K,False,French,7,False,False,False,0,False,0,,True,False,False,Trending,1,,0.601,,0,"Credit Card",False,,True,0.15,False,False,True,"Network Error",Variant_A,v4.0,37.519999999999996,0,High,0,0.8253012048192772,Low
5834,441,286,182,2,3,64.94,83.24,0.44,4,0,720p,False,German,4,False,False,False,0,False,0,,True,True,False,Editorial,13,46.0,0.731,Renewal,19.99,"Credit Card",False,,False,2.43,False,False,False,,Variant_B,v4.0,39.976,0,Low,0,0.7801537722248919,Premium
5835,383,159,127,1,3,38.31,34.95,0.55,6,3,720p,False,English,5,False,False,False,0,False,0,,True,True,False,Editorial,19,29.7,0.499,,0,"Credit Card",False,,False,1.73,False,False,False,,Variant_B,v3.3,32.824,0,Medium,0,1.096137339055794,High
5836,140,130,46,3,1,251.01,245.34,0.65,1,1,4K,False,English,4,True,True,False,0,True,3,,True,False,False,"Collaborative Filtering",4,,0.974,,0,"Debit Card",False,,True,0.14,False,False,False,,Variant_B,v4.0,121.00399999999999,1,Low,0,1.0231107850330154,Low
5837,329,343,162,3,1,23.79,23.99,0.45,2,4,1080p,False,German,6,False,False,False,0,False,0,,True,False,False,Editorial,19,,0.825,,0,"Debit Card",False,,True,2.41,True,False,False,,Control,v3.2,24.215999999999998,0,High,0,0.9916631929970822,Premium
5838,2,101,101,4,1,23.85,26.93,0.65,0,1,720p,False,English,4,False,False,False,0,True,2,,True,False,False,"Collaborative Filtering",10,,0.625,,0,PayPal,False,,True,1,False,False,False,,Variant_B,v3.2,30.04,0,Low,0,0.8856294095803937,Medium
5839,8,47,20,4,3,27.47,34.97,0.38,1,0,1080p,True,Spanish,8,False,False,False,0,False,0,,True,False,False,Editorial,13,,0.591,Renewal,7.99,"Credit Card",False,,False,0.46,False,False,False,,Control,v3.3,23.988,0,Low,0,0.785530454675436,Low
5840,250,25,70,3,3,52.88,49.42,0.52,4,4,1080p,True,English,3,False,True,False,0,False,0,,True,False,False,Trending,1,,0.543,,0,"Gift Card",False,,True,1.85,True,True,False,,Control,v3.3,37.352000000000004,0,High,0,1.0700121408336707,High
5841,139,59,49,1,2,95.62,86.21,0.42,0,1,1080p,False,English,1,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",13,,0.872,,0,"Credit Card",False,,True,0.47,True,False,False,,Control,v3.2,51.04800000000001,1,Low,0,1.1091520705254612,Low
5842,124,340,65,3,3,178.61,185.42,0.52,7,2,240p,False,English,2,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",10,,0.661,,0,"Credit Card",False,,True,0.63,False,False,False,,Variant_A,v4.0,87.444,1,Medium,0,0.9632725703807573,Low
5843,309,300,192,3,1,53.48,53.06,0.78,8,4,720p,False,French,1,False,False,False,0,False,0,,False,False,False,Content-Based,15,,0.598,,0,"Debit Card",False,,False,0.31,False,False,False,,Variant_B,v3.2,44.992000000000004,1,High,0,1.007915567282322,Low
5844,228,79,171,4,3,15.9,18.52,0.8,3,4,4K,False,French,9,False,False,False,0,False,0,,False,False,False,Editorial,15,,0.943,,0,"Debit Card",False,,False,1.78,False,False,False,,Variant_A,v3.1,32.16,0,High,0,0.8585313174946004,High
5845,10,86,118,2,2,103.18,119.03,0.4,4,4,1080p,True,Spanish,4,False,False,False,0,True,1,,True,False,False,Content-Based,7,,0.49,,0,PayPal,False,,True,0.61,False,False,False,,Variant_B,v4.0,54.172000000000004,1,High,0,0.8668402923632698,Low
5846,469,60,180,3,1,49.06,62.26,0.46,0,4,1080p,False,English,5,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",14,,0.558,Renewal,7.99,PayPal,False,,False,2.06,True,False,False,,Control,v4.0,34.424,0,High,0,0.7879858657243817,Premium
5847,212,95,178,4,3,27.51,35.18,0.79,0,2,4K,False,German,6,False,False,False,0,False,0,"Thumbs Up",True,False,False,Content-Based,8,,0.607,Downgrade,19.99,PayPal,False,,False,1.59,False,False,False,,Control,v3.3,35.904,0,Medium,0,0.781978396816373,High
5848,112,338,69,1,1,160.47,167,0.37,7,0,720p,False,English,5,False,False,False,0,False,0,,False,False,False,Content-Based,19,,0.556,,0,"Credit Card",False,,True,1.03,True,False,False,,Variant_A,v3.1,76.288,1,Low,0,0.9608982035928144,Medium
5849,8,85,47,2,1,47.1,44.83,0.44,7,2,4K,False,English,5,False,False,False,0,False,0,,True,True,False,Hybrid,18,44.1,0.751,Cancellation,7.99,"Credit Card",False,Content,True,2.43,False,False,False,,Variant_A,v4.0,33.04,0,Medium,0,1.0506357349988849,Premium
5850,292,96,19,1,2,230.73,219.9,0.54,1,2,720p,False,Spanish,9,False,False,False,0,False,0,,True,False,False,Content-Based,15,,0.761,,0,"Credit Card",False,,True,0.57,False,False,False,,Variant_B,v3.3,110.292,1,Medium,0,1.04924965893588,Low
5851,477,170,15,4,3,50.24,57.82,0.82,6,1,720p,False,Hindi,6,False,False,False,0,False,0,,True,False,False,Trending,9,,0.433,,0,"Credit Card",False,,False,1.93,True,False,False,,Variant_A,v4.0,45.896,1,Low,0,0.8689034936008302,Premium
5852,362,56,81,4,3,22.57,20.76,0.85,0,3,720p,True,Original,2,False,False,True,1.1,False,0,"Thumbs Up",True,False,False,Hybrid,12,,0.487,,0,"Credit Card",False,,True,0.47,True,True,False,,Variant_B,v3.3,34.928,0,Medium,0,1.0871868978805395,Low
5853,460,133,200,2,2,52.82,51.79,0.92,1,3,720p,False,English,9,False,False,False,0,False,0,,True,True,True,"Collaborative Filtering",14,74.4,0.519,,0,"Credit Card",False,,True,0.64,True,False,False,,Variant_A,v3.2,50.52799999999999,1,Medium,1,1.0198880092681986,Low
5854,253,299,131,4,1,77.54,74.31,0.53,0,1,1080p,True,English,5,False,False,False,0,False,0,,False,False,False,"Collaborative Filtering",2,,0.442,Upgrade,0,"Apple Pay",False,,True,0.41,False,False,False,,Control,v3.2,47.916000000000004,1,Low,0,1.0434665590095547,Low
5855,14,87,45,1,2,16.79,15.42,0.61,8,2,1080p,False,English,9,False,False,False,0,False,0,,True,False,False,Content-Based,5,,0.475,Downgrade,19.99,"Credit Card",False,,True,2.35,False,False,False,,Variant_A,v3.2,26.816000000000003,0,Medium,0,1.0888456549935148,Premium
5856,240,36,5,2,3,27.52,31.87,0.69,3,1,1080p,True,English,6,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",5,,0.544,Cancellation,19.99,"Credit Card",False,Technical,False,1.24,False,False,False,,Variant_B,v4.0,32.908,0,Low,0,0.8635080012550987,Medium
5857,438,153,139,1,3,9.02,9.79,0.64,1,4,1080p,False,English,1,False,False,False,0,False,0,,True,True,False,Trending,14,114.9,0.607,,0,"Debit Card",False,,True,2.11,False,False,False,,Variant_B,v3.3,23.008,0,High,0,0.9213483146067416,Premium
5858,242,351,80,4,3,53.62,66.39,0.92,7,1,4K,False,German,9,False,True,False,0,False,0,,True,True,True,Content-Based,4,1.1,0.875,Upgrade,13.99,PayPal,False,,True,0.23,True,True,False,,Control,v4.0,50.848,1,Low,1,0.8076517547823467,Low
5859,469,309,57,2,1,54.7,61.46,0.56,3,1,720p,True,Spanish,8,True,True,True,3.7,False,0,,True,True,True,"Collaborative Filtering",2,84.0,0.531,,0,"Credit Card",False,,False,1.5,False,False,False,,Variant_B,v3.2,40.28000000000001,0,Low,1,0.8900097624471202,High
5860,342,96,59,1,2,44.11,50.56,0.31,4,4,720p,False,German,1,False,False,False,0,True,5,,True,True,False,"Collaborative Filtering",1,90.8,0.802,Downgrade,19.99,PayPal,False,,True,1.18,False,False,False,,Control,v3.3,27.644000000000002,0,High,0,0.8724287974683543,Medium
5861,149,118,22,3,1,46.68,55.74,0.8,6,3,1080p,False,English,7,False,True,False,0,True,4,,True,False,False,Hybrid,2,,0.435,,0,PayPal,False,,True,2.47,True,True,False,,Control,v4.0,44.471999999999994,1,Medium,0,0.83745963401507,Premium
5862,236,174,123,3,1,90.59,90.74,0.9,3,4,720p,True,French,5,False,False,False,0,False,0,,True,False,False,Content-Based,13,,0.795,,0,"Debit Card",False,,True,2,False,False,False,,Variant_A,v3.3,64.236,1,High,0,0.9983469252810228,Premium
5863,306,141,20,2,2,21.21,20.71,0.53,2,0,1080p,False,English,3,False,False,False,0,False,0,"Thumbs Up",True,False,False,"Collaborative Filtering",20,,0.877,Renewal,19.99,PayPal,False,,True,2.33,False,False,False,,Variant_B,v4.0,24.984,0,Low,0,1.024142926122646,Premium
5864,478,174,17,3,3,117.94,127.99,0.53,1,1,4K,False,English,2,False,False,False,0,True,5,"Thumbs Down",True,False,False,Content-Based,17,,0.763,,0,"Credit Card",False,,False,1.24,True,True,False,,Variant_A,v4.0,63.976,1,Low,0,0.9214782404875381,Medium
5865,167,165,130,3,2,9.51,9.02,0.67,5,1,720p,False,English,9,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",13,,0.521,Upgrade,19.99,"Debit Card",False,,True,2.05,True,True,False,,Variant_A,v3.2,25.703999999999997,0,Low,0,1.0543237250554325,Premium
5866,20,115,99,1,1,140.83,161.11,1,5,3,1080p,False,Original,7,False,False,False,0,False,0,,True,True,False,"Collaborative Filtering",17,80.2,0.598,,0,PayPal,False,,True,0.6,False,False,False,,Control,v3.1,87.73200000000001,1,Medium,0,0.8741232698156539,Low
5867,216,354,136,1,2,76.85,71.88,0.51,3,2,4K,False,English,2,True,False,False,0,False,0,,True,False,False,Trending,5,,0.883,Upgrade,19.99,"Credit Card",False,,True,1.78,True,False,True,"Playback Error",Variant_B,v3.2,46.44,1,Medium,0,1.0691430161380078,High
5868,343,251,188,1,1,23.52,24.32,0.66,3,4,480p,True,Original,5,False,False,False,0,True,1,,True,False,False,"Collaborative Filtering",8,,0.659,Cancellation,13.99,"Debit Card",False,Content,True,2.43,True,False,False,,Control,v3.3,30.308,0,High,0,0.9671052631578947,Premium
5869,135,193,177,1,3,18.65,23.51,0.73,7,2,720p,False,English,1,False,False,False,0,False,0,,True,False,False,Trending,12,,0.553,,0,"Debit Card",False,,True,1.57,True,False,False,,Control,v4.0,29.56,0,Medium,0,0.7932794555508293,High
5870,393,206,140,2,2,10.93,13.38,0.5,5,0,480p,False,French,9,False,False,False,0,False,0,"Thumbs Up",True,False,False,"Collaborative Filtering",9,,0.96,,0,"Credit Card",False,,True,0.15,True,False,False,,Control,v3.3,21.172,0,Low,0,0.8168908819133034,Low
